event_type,event_slug,duration_minutes,start,end,timezone,invitees_remaining,booking_url
Quick Chat,quick-chat,15,2026-09-18T10:30:00-05:00,2026-09-18T10:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/quick-chat/2026-09-18T15:30:00Z
Team Intro,team-intro,30,2026-09-18T10:30:00-05:00,2026-09-18T11:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/team-intro/2026-09-18T15:30:00Z
Working Session,working-session,45,2026-09-18T10:30:00-05:00,2026-09-18T11:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T15:30:00Z
Quick Chat,quick-chat,15,2026-09-18T10:45:00-05:00,2026-09-18T11:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/quick-chat/2026-09-18T15:45:00Z
Team Intro,team-intro,30,2026-09-18T10:45:00-05:00,2026-09-18T11:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/team-intro/2026-09-18T15:45:00Z
Working Session,working-session,45,2026-09-18T10:45:00-05:00,2026-09-18T11:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T15:45:00Z
Quick Chat,quick-chat,15,2026-09-18T11:00:00-05:00,2026-09-18T11:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/quick-chat/2026-09-18T16:00:00Z
Team Intro,team-intro,30,2026-09-18T11:00:00-05:00,2026-09-18T11:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/team-intro/2026-09-18T16:00:00Z
Working Session,working-session,45,2026-09-18T11:00:00-05:00,2026-09-18T11:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T16:00:00Z
Quick Chat,quick-chat,15,2026-09-18T11:15:00-05:00,2026-09-18T11:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/quick-chat/2026-09-18T16:15:00Z
Team Intro,team-intro,30,2026-09-18T11:15:00-05:00,2026-09-18T11:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/team-intro/2026-09-18T16:15:00Z
Working Session,working-session,45,2026-09-18T11:15:00-05:00,2026-09-18T12:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T16:15:00Z
Quick Chat,quick-chat,15,2026-09-18T11:30:00-05:00,2026-09-18T11:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/quick-chat/2026-09-18T16:30:00Z
Team Intro,team-intro,30,2026-09-18T11:30:00-05:00,2026-09-18T12:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/team-intro/2026-09-18T16:30:00Z
Quick Chat,quick-chat,15,2026-09-18T11:45:00-05:00,2026-09-18T12:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/quick-chat/2026-09-18T16:45:00Z
Working Session,working-session,45,2026-09-18T13:00:00-05:00,2026-09-18T13:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T18:00:00Z
Deep Dive,deep-dive,60,2026-09-18T13:00:00-05:00,2026-09-18T14:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T18:00:00Z
Workshop,workshop,90,2026-09-18T13:00:00-05:00,2026-09-18T14:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/workshop/2026-09-18T18:00:00Z
Working Session,working-session,45,2026-09-18T13:15:00-05:00,2026-09-18T14:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T18:15:00Z
Deep Dive,deep-dive,60,2026-09-18T13:15:00-05:00,2026-09-18T14:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T18:15:00Z
Workshop,workshop,90,2026-09-18T13:15:00-05:00,2026-09-18T14:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/workshop/2026-09-18T18:15:00Z
Working Session,working-session,45,2026-09-18T13:30:00-05:00,2026-09-18T14:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T18:30:00Z
Deep Dive,deep-dive,60,2026-09-18T13:30:00-05:00,2026-09-18T14:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T18:30:00Z
Workshop,workshop,90,2026-09-18T13:30:00-05:00,2026-09-18T15:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/workshop/2026-09-18T18:30:00Z
Working Session,working-session,45,2026-09-18T13:45:00-05:00,2026-09-18T14:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T18:45:00Z
Deep Dive,deep-dive,60,2026-09-18T13:45:00-05:00,2026-09-18T14:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T18:45:00Z
Workshop,workshop,90,2026-09-18T13:45:00-05:00,2026-09-18T15:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/workshop/2026-09-18T18:45:00Z
Working Session,working-session,45,2026-09-18T14:00:00-05:00,2026-09-18T14:45:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T19:00:00Z
Deep Dive,deep-dive,60,2026-09-18T14:00:00-05:00,2026-09-18T15:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T19:00:00Z
Workshop,workshop,90,2026-09-18T14:00:00-05:00,2026-09-18T15:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/workshop/2026-09-18T19:00:00Z
Working Session,working-session,45,2026-09-18T14:15:00-05:00,2026-09-18T15:00:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T19:15:00Z
Deep Dive,deep-dive,60,2026-09-18T14:15:00-05:00,2026-09-18T15:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T19:15:00Z
Working Session,working-session,45,2026-09-18T14:30:00-05:00,2026-09-18T15:15:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T19:30:00Z
Deep Dive,deep-dive,60,2026-09-18T14:30:00-05:00,2026-09-18T15:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/deep-dive/2026-09-18T19:30:00Z
Working Session,working-session,45,2026-09-18T14:45:00-05:00,2026-09-18T15:30:00-05:00,America/Chicago,1,https://calendly.com/demo-host/working-session/2026-09-18T19:45:00Z
